,Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere,New Price class,Price Class Numeric,Reverse ranking on list,Full ranking
527,Restaurant 108,3.5,530.0,------16,--$$-$$$------,632,"55.677654,12.597989",903.0,4.0,Dansk,"Strandgade 108, København 1401 Danmark",3.0,3.5,,$$-$$$,2,-530.0,416
520,Blue Elephant Restaurant,3.5,529.0,"------16,",--$$-$$$---------,202,"55.66734,12.586775",1414.0,3.5,Asiatisk,"Amager Boulevard 70 Amager Boulevard 70,, København 2300 Danmark",3.0,3.5,3.5,$$-$$$,2,-529.0,417
524,Comfort Hotel Vesterbro,3.5,518.0,------16,--$$-$$$---,143,"55.672867,12.558938",1770.0,3.5,Europæisk,"Vesterbrogade 23/29, København 1620 Danmark",3.5,3.5,,$$-$$$,2,-518.0,418
522,Mother,3.5,516.0,"------16,,",--$$-$$$---------,1.921,"55.668404,12.557769",2098.0,3.5,Europæisk,"Hokerboderne 9-15, København 1712 København V Danmark",3.5,4.0,4.0,$$-$$$,2,-516.0,419
510,Vesterbro Brewery (Burgers and Brewhouse),3.5,515.0,"------16,,,",--$$-$$$,108,"55.675625,12.567056",1178.0,4.0,Bar,"Vesterbrogade 2, København Danmark",3.5,3.5,,$$-$$$,2,-515.0,420
508,Skipperkroen,3.5,514.0,"------16,,,",--$$-$$$------,717,"55.680183,12.589831",354.0,3.5,Europæisk,"Nyhavn 27, København 1051 Danmark",3.5,3.5,4.0,$$-$$$,2,-514.0,421
533,Zirup,3.5,512.0,"------16,,",--$$-$$$---,287,"55.677906,12.577209",495.0,3.5,Bar,"Laederstraede 32, København 1201 Danmark",3.5,4.0,4.0,$$-$$$,2,-512.0,422
486,Rossopomodoro Illum,3.5,506.0,------16101.-201.,--$$-$$$---------,293,"55.679314,12.579861",281.0,4.0,Italiensk,"Ostergade 52 Illum, København 1001 Danmark",3.0,3.5,,$$-$$$,2,-506.0,423
493,pizzeria Venezia Nyhavn 31,3.5,505.0,"------16,,",--$$-$$$---------,335,"55.68018,12.590051",368.0,3.5,Europæisk,"Nyhavn 31, København 1051 Danmark",3.5,3.5,3.5,$$-$$$,2,-505.0,424
509,Cafe Europa 1989,3.5,499.0,------1674.-114.,--$$-$$$------,572,"55.67871,12.579523",325.0,3.5,Café,"1 Amagertorv, København Danmark",3.0,4.0,4.0,$$-$$$,2,-499.0,425
501,Midtown Grill,3.5,489.0,"------16,,,",--$$-$$$,214,"55.668472,12.573808",1435.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Kalvebod Brygge 5 Copenhagen Marriott Hotel, København 1560 Danmark",3.5,4.0,3.5,$$-$$$,2,-489.0,426
485,McJoy's Choice,3.5,488.0,------16,--$$-$$$---,303,"55.6798,12.59129",446.0,3.5,Dansk,"Nyhavn 47, København 1051 Danmark",3.5,3.5,4.0,$$-$$$,2,-488.0,427
474,Restaurant Nyhavn C,3.5,457.0,"------16,,,",--$$-$$$---,231,"55.68011,12.590128",373.0,4.0,Bar,"Nyhavn 33, København 1051 Danmark",3.5,4.0,,$$-$$$,2,-457.0,428
448,Carlton,3.5,455.0,"------16,,",--$$-$$$---,316,"55.670574,12.560929",1795.0,4.0,Dansk,"Halmtorvet 14, København 1700 Danmark",3.5,4.0,3.5,$$-$$$,2,-455.0,429
469,Bøf & Ost,3.5,454.0,"------16,,,",--$$-$$$------,288,"55.67975,12.575794",527.0,3.5,Europæisk,"Gråbrødretorv 13, København 1154 Danmark",3.5,4.0,4.0,$$-$$$,2,-454.0,430
477,Manfreds,3.5,451.0,"------16,,",--$$-$$$---,735,"55.693233,12.543248",2960.0,4.0,Dansk,"Jægersborggade 40, København 2200 Danmark",3.5,4.0,4.0,$$-$$$,2,-451.0,431
435,Restaurant Frascati,3.5,450.0,"------16,,",--$$-$$$---------,699,"55.673832,12.562451",1525.0,3.5,Europæisk,"Vesterbrogade 9, København 1620 Danmark",3.5,4.0,3.5,$$-$$$,2,-450.0,432
440,The Dubliner,3.5,449.0,"------16,,,,",--$$-$$$------,400,"55.67876,12.579142",344.0,3.5,Bar,"Amagertorv 5, København 1160 Danmark",3.5,3.5,4.0,$$-$$$,2,-449.0,433
447,Samos,3.5,443.0,"------16,,",--$---------,312,"55.679417,12.574208",629.0,4.0,Europæisk,"Skindergade 29, København 1159 Danmark",4.0,3.5,3.5,$,1,-443.0,434
428,Ankara,3.5,439.0,"------16,",--$---------,312,"55.672768,12.557859",1835.0,3.5,Mellemøstlig,"Vesterbrogade 35, København 1620 Danmark",4.0,3.5,3.0,$,1,-439.0,435
421,Gorm's Nyhavn,3.5,437.0,------1647.-302.,--$$-$$$---------,308,"55.679874,12.590111",371.0,3.5,Europæisk,"Nyhavn 14, København 1051 Danmark",3.5,4.0,4.0,$$-$$$,2,-437.0,436
442,Astor Deep Pan Pizza,3.5,432.0,"------16,,",--$---------,423,"55.67383,12.563245",1480.0,4.0,Fastfood,"Vesterbrogade 7, København 1620 Danmark",4.0,3.5,3.5,$,1,-432.0,437
423,Tapas Huset,3.5,427.0,------1660.-248.,--$$-$$$---------,376,"55.676216,12.566183",1204.0,3.5,Europæisk,"Jernbanegade 4 Radhuspladsen, København 1608 Danmark",3.5,4.0,,$$-$$$,2,-427.0,438
418,Hard Rock Cafe København,3.5,425.0,------1627.-262.,--$$-$$$---,1.261,"55.676502,12.569007",1027.0,4.0,Amerikansk,"Radhuspladsen 45-47 Copenhagen V., København 1550 Danmark",3.5,4.0,3.5,$$-$$$,2,-425.0,439
429,The Italian,3.5,420.0,"------16,",--$$-$$$---------,461,"55.677307,12.567539",1085.0,3.5,Italiensk,"Vester Voldgade 25 1552 Kobenhavn V, København Danmark",3.5,4.0,3.5,$$-$$$,2,-420.0,440
407,Cafe G,3.5,417.0,------1687.-201.,--$$-$$$---,311,"55.680023,12.575556",541.0,4.0,Café,"Gråbrødre Torv, Kejsergade 2, København Danmark",4.0,4.0,3.5,$$-$$$,2,-417.0,441
395,Restaurant Galionen,3.5,416.0,"------16,,,",--$$-$$$------,312,"55.68028,12.589475",333.0,3.5,Europæisk,"Nyhavn 23, København K 1051 Danmark",3.0,3.5,4.0,$$-$$$,2,-416.0,442
390,Nytorv Restaurant and Cafe,3.5,402.0,"------16,,",--$$-$$$---,448,"55.677418,12.573448",731.0,4.0,Dansk,"Nytorv 15 1450, København Danmark",3.5,4.0,4.0,$$-$$$,2,-402.0,443
389,Restaurant LêLê,3.5,385.0,------16295.-1.194.,--$$-$$$------,494,"55.672493,12.55578",1966.0,4.0,Asiatisk,"Vesterbrogade 40, København 1620 Danmark",3.5,4.0,3.5,$$-$$$,2,-385.0,444
324,Jensens Bøfhus København (Vesterbrogade),3.5,322.0,------16134.-168.,--$$-$$$---------,896,"55.673473,12.561394",1602.0,3.5,Amerikansk,"Vesterbrogade 11A, København 1620 Danmark",3.5,3.5,3.0,$$-$$$,2,-322.0,445
1940,Sweet Giulia,3.5,157.0,------16,---,3,"55.67703,12.53839",2890.0,,Italiensk,"Gammel Kongevej 147, Frederiksberg, København 1850 Danmark",,,,$$$$$$,99,-157.0,446
1939,Min Sandwich,3.5,156.0,,--$$$$$$,2,"55.67886,12.50607",4899.0,,,"Peter Bangs Vej 76, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-156.0,447
1880,Palæo Frederiksberg Center,3.5,152.0,"------16,,",--$$$$$$,4,"55.681477,12.534168",3140.0,,Bar,"Falkoner Allé 21, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-152.0,448
1840,Okawari Sushi,3.5,151.0,------16,---,3,"55.68147,12.51858",4117.0,,Sushi,"Finsensvej 16, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-151.0,449
1830,El Guanche,3.5,149.0,------16,--$$-$$$---,4,"55.67909,12.52647",3620.0,,Spansk,"Smallegade 37b, Frederiksberg, København 2000 Danmark",,,,$$-$$$,2,-149.0,450
1780,Maesk,3.5,145.0,"------16,",--$$$$$$,3,"55.68408,12.52497",3740.0,,,"Nyelandsvej 63, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-145.0,451
1781,Restaurant Folk,3.5,144.0,------1674.-148.,--$$-$$$---,7,"55.67191,12.522408",3976.0,,Dansk,"Roskildevej 32 Restauranten ligger i Zoologisk Have., Frederiksberg, København 2000 Danmark",,,,$$-$$$,2,-144.0,452
1731,Ipanema Café,3.5,138.0,"------16,,",--$$-$$$------,8,"55.67743,12.554381",1890.0,,Brasiliansk,"Vodroffsvej 24, Frederiksberg, København 1900 Danmark",,,,$$-$$$,2,-138.0,453
1724,Emmerys,3.5,137.0,"------16,",---,3,"55.686443,12.534203",3215.0,,Dansk,"Godthåbsvej 28, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-137.0,454
1681,Wokbaren Spicylicious,3.5,131.0,,--$$-$$$,12,"55.68438,12.5252",3730.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Nordre Fasanvej 52, Frederiksberg, København 2000 Danmark",3.5,3.5,,$$-$$$,2,-131.0,455
1659,La Liberta,3.5,127.0,------1647.-201.,--$$-$$$------,10,"55.68391,12.5046",5009.0,3.0,Café,"Marguerite Vibys Plads 1, Frederiksberg, København 2000 Danmark",3.0,3.0,,$$-$$$,2,-127.0,456
1664,THAIAWAY,3.5,125.0,------1667.-101.,--$$-$$$---,9,"55.69667,12.53558",3568.0,,Thai,"Aeroegade, Frederiksberg, København 2000 Danmark",,,,$$-$$$,2,-125.0,457
1646,Thai Gourmet Takeaway,3.5,124.0,------16,---,7,"55.68153,12.51771",4171.0,,Thai,"Finsensvej 20, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-124.0,458
1505,Teppan House ApS,3.5,119.0,------1674.-208.,--$$-$$$---------,41,"55.68483,12.501046",5240.0,3.0,Asiatisk,"Dirch Passers Alle 25 2 min. fra Flintholm St., Frederiksberg, København 2000 Danmark",4.0,4.0,,$$-$$$,2,-119.0,459
1567,A San Sushi,3.5,118.0,------16,--$$$$$$,8,"55.68147,12.51858",4117.0,,,"Finsensvej 16, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-118.0,460
1549,Burgerklubben,3.5,116.0,,--$$$$$$,7,"55.67874,12.53181",3287.0,,,"Smallegade 8, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-116.0,461
1512,LETZ SUSHI FREDERIKSBERG,3.5,112.0,------16838.-2.012.,--$$-$$$---------,18,"55.68696,12.531045",3421.0,3.5,Asiatisk,"Godthåbsvej 49, Frederiksberg, København 2000 Danmark",3.0,4.0,,$$-$$$,2,-112.0,462
1526,Café La Tètè,3.5,111.0,,--$$$$$$,14,"55.682194,12.535067",3089.0,,,"Falkoner Alle 38, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-111.0,463
1524,Café Tænk,3.5,109.0,"------16,,",--$$-$$$------,29,"55.673153,12.547954",2395.0,3.0,Café,"Frederiksberg Alle 12, Frederiksberg, København 1820 Danmark",3.0,4.0,,$$-$$$,2,-109.0,464
1434,MyPoké,3.5,104.0,"------16,",--$$-$$$------,15,"55.678013,12.534313",3135.0,3.0,Hawaiiansk,"Gammel Kongevej 173, Frederiksberg, København 1850 Danmark",2.5,3.0,,$$-$$$,2,-104.0,465
1423,Overfor,3.5,103.0,"------16,,,",--$$-$$$------,100,"55.682266,12.551514",2064.0,3.5,Café,"Rosenoerns Alle 32, Frederiksberg, København 1970 Danmark",3.0,3.5,,$$-$$$,2,-103.0,466
817,Joe & the Juice,3.5,100.0,"------16,",--$$-$$$---------,131,"55.6282,12.649786",7077.0,3.5,Café,"Lufthavnsboulevarden 6 Lufthavnsvej 40, København 2770 Danmark",3.5,4.0,4.0,$$-$$$,2,-100.0,467
1310,Domo Restaurant,3.5,94.0,------16,--$$-$$$,20,"55.679745,12.549188",2195.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Danasvej 40, Frederiksberg, København 1910 Danmark",3.5,3.5,,$$-$$$,2,-94.0,468
1271,Wokshop Cantina Frederiksberg,3.5,89.0,------16,--$$-$$$---,33,"55.67646,12.54189",2681.0,4.0,Thai,"Gammel Kongevej 122, Frederiksberg, København 1850 Danmark",4.0,4.0,,$$-$$$,2,-89.0,469
1244,Nyu Sakura,3.5,87.0,"------16,,",--$$-$$$---------,37,"55.684456,12.55188",2086.0,3.5,Asiatisk,"H.C. Oersteds Vej 68, Frederiksberg, København 1879 Danmark",3.5,3.5,,$$-$$$,2,-87.0,470
1228,Holm's Café,3.5,85.0,"------16,,",--$$-$$$------,31,"55.681435,12.533531",3180.0,3.5,Café,"Falkoner Allé 21 Frederiksberg Centret, Frederiksberg, København 2000 Danmark",3.0,3.5,,$$-$$$,2,-85.0,471
1129,Cortigiano,3.5,77.0,------16154.-308.,--$$-$$$------,109,"55.67898,12.529446",3434.0,3.5,Europæisk,"Smallegade 20 B, Frederiksberg, København 2000 Danmark",3.5,3.5,4.0,$$-$$$,2,-77.0,472
1091,VIET - NAM NAM,3.5,72.0,"------16,",--$$-$$$------,35,"55.68565,12.53769",2982.0,4.0,Asiatisk,"Godthaabsvej 8, Frederiksberg, København 2000 Danmark",3.5,3.5,3.5,$$-$$$,2,-72.0,473
1066,Bronx,3.5,71.0,,--$,28,"55.68652,12.53386",3238.0,,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a></div>","Godthaabsvej 30, Frederiksberg, København 2000 Danmark",,,,$,1,-71.0,474
1052,Meyer's deli,3.5,70.0,"------16,,,",--$$-$$$---,64,"55.67531,12.54576",2465.0,3.0,Café,"Gl. Kongevej, Frederiksberg, København Danmark",3.0,3.5,3.0,$$-$$$,2,-70.0,475
1043,Karmaman,3.5,66.0,"------16,,,,",--$$-$$$------,61,"55.67361,12.542906",2683.0,3.0,Europæisk,"Frederiksberg Alle 31, Frederiksberg, København 1820 Danmark",4.0,4.0,,$$-$$$,2,-66.0,476
1015,Promenaden 1932,3.5,64.0,"------16,,,",--$$-$$$------,37,"55.674026,12.539909",2854.0,3.5,Café,"Frederiksberg Alle 58, Frederiksberg, København 1820 Danmark",3.5,3.5,,$$-$$$,2,-64.0,477
964,Cafe Moccador,3.5,58.0,"------16,,",--$$-$$$---,39,"55.681683,12.534314",3133.0,3.5,Dansk,"Falkoner Alle 23, Frederiksberg, København 2000 Danmark",3.5,3.5,4.0,$$-$$$,2,-58.0,478
917,Cafe Vivaldi - Falkoner Allé,3.5,52.0,------16597.-1.737.,--$$-$$$------,80,"55.68031,12.533648",3169.0,3.5,Café,"Falkoner Alle 13, Frederiksberg, København 2000 Danmark",3.5,3.5,,$$-$$$,2,-52.0,479
913,Chai Wong,3.5,46.0,"------16,",--$$-$$$------,106,"55.68033,12.548482",2239.0,3.5,Asiatisk,"Thorvaldsensvej 2, Frederiksberg, København 1871 Danmark",3.5,3.5,4.0,$$-$$$,2,-46.0,480
882,Wagamama,3.5,45.0,"------16,,",--$$-$$$---------,92,"55.681393,12.532732",3230.0,3.5,Asiatisk,"Solbjergvej 3, Frederiksberg, København 2000 Danmark",3.0,3.5,2.5,$$-$$$,2,-45.0,481
837,Chun bo,3.5,40.0,------1694.-154.,--$---------,84,"55.68475,12.55308",2021.0,4.0,Asiatisk,"Åboulevard 27, Frederiksberg, København 1960 Danmark",4.0,3.5,3.5,$,1,-40.0,482
646,La Vecchia Gastronomia Italiana,3.5,36.0,"------16,,,",--$$-$$$---------,193,"55.68064,12.533986",3148.0,3.5,Italiensk,"Falkoner Alle 17, Frederiksberg, København 2000 Danmark",3.5,4.0,3.5,$$-$$$,2,-36.0,483
616,Allegade 10,3.5,33.0,"------16,,",--$$-$$$---,146,"55.675964,12.533925",3183.0,3.5,Dansk,"Frederiksberg, København 2000 Danmark",3.5,3.5,4.0,$$-$$$,2,-33.0,484
1937,Nena's,4.0,1941.0,------16101.-134.,--$$-$$$---,1 anmeldelse,"55.6799,12.57469",596.0,,Spansk,"Skindergade 22, København Danmark",,,,$$-$$$,2,-1941.0,485
1928,Lounge V120,4.0,1934.0,"------16,",------,1 anmeldelse,"55.67125,12.54384",2710.0,,Libanesisk,"Vesterbrogade 120, København Danmark",,,,$$$$$$,99,-1934.0,486
1947,Malta Cafeteria Og Selskabslokaler,4.0,1927.0,"------16,",---,1 anmeldelse,"55.65553,12.6166",3394.0,,Dansk,"Hoejdevej 59, København 2300 Danmark",,,,$$$$$$,99,-1927.0,487
1927,Olsen,4.0,1926.0,,--$$$$$$,1 anmeldelse,"55.67502,12.580593",596.0,,,København Danmark,,,,$$$$$$,99,-1926.0,488
1901,Sushi Time,4.0,1924.0,"------16,",------,1 anmeldelse,"55.71342,12.53462",4845.0,,Japansk,"Tagensvej 227, København 2400 Danmark",,,,$$$$$$,99,-1924.0,489
1893,Kaffebaren Soender Boulevard 68,4.0,1923.0,"------16,,",------,1 anmeldelse,"55.66593,12.55044",2630.0,,Café,"Sønder Boulevard 68, København 1720 Danmark",,,,$$$$$$,99,-1923.0,490
1892,Rosenborggade,4.0,1917.0,,--$$$$$$,1 anmeldelse,"55.67502,12.580593",596.0,,,"1130 kopenhagen K, København Danmark",,,,$$$$$$,99,-1917.0,491
1913,The Green Corner,4.0,1912.0,,--$$$$$$,1 anmeldelse,"55.66273,12.56147",2389.0,,,"Kalevebod Brygge 59 Fisketorvet, Plan 2, København 1561 Danmark",,,,$$$$$$,99,-1912.0,492
1902,Det go'e Smørrebrød,4.0,1908.0,"------16,",---,1 anmeldelse,"55.463253,11.721498",59347.0,,Dansk,"Holbergsgade 12, København Danmark",,,,$$$$$$,99,-1908.0,493
1918,Julios Pizze Cucina (Marios Express Pizza),4.0,1902.0,,--$$$$$$,1 anmeldelse,"55.66158,12.59758",2211.0,,,"Sundholmsvej 41, København 2300 Danmark",,,,$$$$$$,99,-1902.0,494
1915,Styrmanden Cafe-Restaurant,4.0,1897.0,,--$$$$$$,1 anmeldelse,"55.67867,12.59242",536.0,,,"Havnegade 53 Kaelderen, København 1058 Danmark",,,,$$$$$$,99,-1897.0,495
1903,Bellmans café,4.0,1896.0,,--$$$$$$,1 anmeldelse,"55.71492,12.57003",3986.0,,,"Bellmansgade 12, København 2100 Danmark",,,,$$$$$$,99,-1896.0,496
1872,Café La Grotte,4.0,1890.0,,--$$$$$$,1 anmeldelse,"55.67665,12.57107",902.0,,,"Mikkel Bryggers Gade 5a, København 1460 Danmark",,,,$$$$$$,99,-1890.0,497
1865,Teglholmens-Cafe,4.0,1887.0,------16,---,1 anmeldelse,"55.652157,12.549234",3791.0,,Fastfood,"Teglholmsgade 36, København 2450 Danmark",,,,$$$$$$,99,-1887.0,498
1883,Cafe Betty Aps,4.0,1886.0,,--$$$$$$,1 anmeldelse,"55.64627,12.52453",5296.0,,,"Hammelstrupvej 33, København 2450 Danmark",,,,$$$$$$,99,-1886.0,499
1879,Kebab Street kitchen,4.0,1880.0,------1627.-67.,--$---------,1 anmeldelse,"55.67321,12.565866",1373.0,,Fastfood,"Bernstorffsgade, København Danmark",,,,$,1,-1880.0,500
1867,Orientalsk Steak House,4.0,1878.0,"------16,,,",---------,1 anmeldelse,"55.690544,12.53951",3037.0,,Europæisk,"Borups Allé 25, København Danmark",,,,$$$$$$,99,-1878.0,501
1870,Mozarts grill,4.0,1876.0,"------16,,,,,",------------,1 anmeldelse,"55.64847,12.532691",4765.0,,Europæisk,"Mozartsvej 7/9, København 2450 Danmark",,,,$$$$$$,99,-1876.0,502
1866,Hunkar Restaurant,4.0,1874.0,"------16,",--$$$$$$,2,"55.66773,12.38777",12391.0,,,"Diget 30/36/2600, København 2600 Danmark",,,,$$$$$$,99,-1874.0,503
1862,Riccos Kaffebar,4.0,1873.0,"------16,",---,1 anmeldelse,"55.71011,12.568014",3501.0,,Dansk,"Tåsinge Plads, København 2100 Danmark",,,,$$$$$$,99,-1873.0,504
1871,Antico Forno a Legna,4.0,1872.0,"------16,",--$$$$$$,1 anmeldelse,"55.68493,12.48511",6236.0,,,"Jydeholmen 49, København 2720 Danmark",,,,$$$$$$,99,-1872.0,505
1868,Güllüoglu,4.0,1869.0,,--$$$$$$,1 anmeldelse,"55.65669,12.35363",14689.0,,,"Bytorvet 9, København 2620 Danmark",,,,$$$$$$,99,-1869.0,506
1836,Stuen 11,4.0,1865.0,,--$$$$$$,1 anmeldelse,"55.68863,12.57305",1189.0,,,"Østre Farimagsgade 11, København Danmark",,,,$$$$$$,99,-1865.0,507
1855,Cafe Palads,4.0,1863.0,------16,--$$$$$$,1 anmeldelse,"55.67641,12.56369",1345.0,,,"Axeltorv 9, København 1609 Danmark",,,,$$$$$$,99,-1863.0,508
1854,Radhusstræde BAGEL & SALATBAR,4.0,1862.0,------1620.-80.,--$---,1 anmeldelse,"55.676266,12.574866",716.0,,Sund,"Rådhusstræde 17 kælderen, til venstre, København 1466 Danmark",,,,$,1,-1862.0,509
1831,Cafe Arcade,4.0,1861.0,,--$$$$$$,1 anmeldelse,"55.69597,12.56665",2091.0,,,"Blegdamsvej 9 Rigshospitalet, København 2100 Danmark",,,,$$$$$$,99,-1861.0,510
1845,Cafe Paris,4.0,1860.0,"------16,,,,,",------------,1 anmeldelse,"55.687553,12.590404",928.0,,Café,"Store Kongensgade 116a, København Danmark",,,,$$$$$$,99,-1860.0,511
1838,Isklubben CPH,4.0,1856.0,,--$$$$$$,1 anmeldelse,"55.6819,12.58548",229.0,,,"Store Kongensgade 3, København 1264 Danmark",,,,$$$$$$,99,-1856.0,512
1832,Il Borgo,4.0,1855.0,"------16,",--$$$$$$,1 anmeldelse,"55.67085,12.5591",1872.0,,,"Istedgade 23, København 1650 Danmark",,,,$$$$$$,99,-1855.0,513
1844,Bryggen11,4.0,1854.0,,--$$$$$$,1 anmeldelse,"55.66815,12.5788",1358.0,,,"Islands Brygge 11, København 2300 Danmark",,,,$$$$$$,99,-1854.0,514
1857,Kopan Street,4.0,1852.0,------1627.-87.,--$---------,1 anmeldelse,"55.68431,12.5695",1039.0,,Asiatisk,"Frederiksborggade 21, København 1362 Danmark",,,,$,1,-1852.0,515
1833,Greta's,4.0,1851.0,------1660.-94.,--$$-$$$---,1 anmeldelse,"55.69469,12.548771",2758.0,,International,"Noerrebrogade 140, København 2200 Danmark",,,,$$-$$$,2,-1851.0,516
1843,Ristorante & Pizzeria Il Rustico,4.0,1850.0,"------16,",------,1 anmeldelse,"55.68231,12.57368",708.0,,Europæisk,"Kultorvet 9, København 1175 Danmark",,,,$$$$$$,99,-1850.0,517
1817,Cafe T,4.0,1816.0,,--$$$$$$,2,"55.664894,12.580055",1697.0,,,"Gunløgsgade 39, København 2300 Danmark",,,,$$$$$$,99,-1816.0,518
1794,Darling,4.0,1798.0,------1647.-94.,--$$-$$$,5,"55.66686,12.54666",2769.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Enghaveplads 9, København Danmark",,,,$$-$$$,2,-1798.0,519
1795,VinBaren i Stefansgade,4.0,1789.0,"------16,",--$$-$$$,4,"55.69596,12.54473",3046.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Stefansgade 9, København 2200 Danmark",,,,$$-$$$,2,-1789.0,520
1775,Ehlers Bageri,4.0,1780.0,"------16,",--$$$$$$,2,"55.71003,12.57247",3422.0,,,"Tåsingegade 26, København 2100 Danmark",,,,$$$$$$,99,-1780.0,521
1785,Fovl,4.0,1776.0,------16,---,2,"55.703697,12.528029",4398.0,,Café,"Sneppevej 2 2400 Nørdvest, København Danmark",,,,$$$$$$,99,-1776.0,522
1788,Rossopomodoro,4.0,1774.0,,--$$$$$$,4,"55.67926,12.58069",233.0,,,"Ostergade 52, København 1001 Danmark",,,,$$$$$$,99,-1774.0,523
1761,Cafe Midtown Bar,4.0,1764.0,"------16,,,,,",------------,2,"55.68133,12.56955",930.0,,Café,"Nørre Voldgade 46, København 1358 Danmark",,,,$$$$$$,99,-1764.0,524
1762,Joe & The Juice,4.0,1762.0,------16,--$$$$$$,2,"55.679287,12.583119",102.0,,,"Kongens Nytorv 13, København 1051 Danmark",,,,$$$$$$,99,-1762.0,525
1742,Passion Pizza,4.0,1759.0,------1634.-302.,--$$-$$$------,2,"55.68735,12.54694",2475.0,,Italiensk,"Rantzausgade 47, København 2200 Danmark",,,,$$-$$$,2,-1759.0,526
1740,Kantina,4.0,1756.0,"------16,",--$$$$$$,2,"55.69967,12.57512",2262.0,,,"Øster Alle 1, København 2100 Danmark",,,,$$$$$$,99,-1756.0,527
1766,Havnegade Fiskehandel,4.0,1754.0,,--$$$$$$,2,"55.67804,12.59248",563.0,,,"Havnegade 52, København 1058 Danmark",,,,$$$$$$,99,-1754.0,528
1753,Hugo's Pizzaria,4.0,1749.0,------1613.-148.,--$$-$$$---,2,"55.66123,12.6214",3129.0,,Pizza,"Oeresundsvej 106, København 2300 Danmark",,,,$$-$$$,2,-1749.0,529
1711,Enigma Kantina,4.0,1742.0,,--$$$$$$,3,"55.702297,12.571556",2605.0,,,"Oester Alle 1, København 2100 Danmark",,,,$$$$$$,99,-1742.0,530
1738,Curry Club,4.0,1736.0,"------16,",------,2,"55.671658,12.591551",1034.0,,Asiatisk,"Dronningensgade 46, København 1420 Danmark",,,,$$$$$$,99,-1736.0,531
1734,Vietnam House,4.0,1721.0,------16,---,3,"55.69702,12.52595",4113.0,,Vietnamesisk,"Borups Alle 178, København Danmark",,,,$$$$$$,99,-1721.0,532
1696,Kababji Grill,4.0,1690.0,------16,---,2,"55.67112,12.55994",1812.0,,Fastfood,"Istedgade 19, København 1650 Danmark",,,,$$$$$$,99,-1690.0,533
1697,Nordisk Brodhus,4.0,1685.0,"------16,,",--$$$$$$,6,"55.67502,12.580593",596.0,,,"58 B, St, København 2200 Danmark",,,,$$$$$$,99,-1685.0,534
1653,Galaxe Pizza Bar,4.0,1681.0,,--$$$$$$,5,"55.68549,12.56644",1270.0,,,"Frederiksborggade 37, København 1360 Danmark",,,,$$$$$$,99,-1681.0,535
1666,Fala Fala,4.0,1678.0,"------16,",--$$$$$$,4,"55.6795,12.59776",852.0,,,"Trangravsvej 14, København 1436 Danmark",,,,$$$$$$,99,-1678.0,536
1668,YOmmi Frozen Yogurt,4.0,1675.0,,--$$$$$$,3,"55.68231,12.57368",708.0,,,"Kultorvet 9, København 1175 Danmark",,,,$$$$$$,99,-1675.0,537
1667,Brazaria,4.0,1674.0,"------16,",---,4,"55.684048,12.569465",1028.0,,Gademad,"Torvehallerne, København Danmark",,,,$$$$$$,99,-1674.0,538
1657,Harbo Bar,4.0,1667.0,,--$$-$$$,5,"55.68765,12.55946",1769.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Blaagaardsgade 2D, København 2200 Danmark",,,,$$-$$$,2,-1667.0,539
1676,Den Franske Bogcafe,4.0,1665.0,,--$$-$$$,4,"55.68058,12.57314",696.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Fiolstraede 16, København 1171 Danmark",,,,$$-$$$,2,-1665.0,540
1671,Ristorante La Porchetta,4.0,1660.0,------16101.-349.,--$$-$$$---,4,"55.66688,12.54984",2600.0,,Italiensk,"Dybboelsgade 52, København 1721 Danmark",,,,$$-$$$,2,-1660.0,541
